0	3.14159
0.2	3.20759
0.4	3.27359
0.6	3.33959
0.8	3.40559
1	3.47159
1.2	3.53759
1.4	3.60359
1.6	3.66959
1.8	3.73559
2	3.80159
2.2	3.86759
2.4	3.93359
2.6	3.99959
2.8	4.06559
3	4.13159
3.2	4.19759
3.4	4.26359
3.6	4.32959
3.8	4.39559
4	4.46159
4.2	4.52759
4.4	4.59359
4.6	4.65959
4.8	4.72559
5	4.79159
5.2	4.85759
5.4	4.92359
5.6	4.98959
5.8	5.05559
6	5.12159
6.2	5.18759
6.4	5.25359
6.6	5.31959
6.8	5.38559
7	5.45159
7.2	5.51759
7.4	5.58359
7.6	5.64959
7.8	5.71559
8	5.78159
8.2	5.84759
8.4	5.91359
8.6	5.97959
8.8	6.04559
9	6.11159
9.2	6.17759
9.4	6.24359
9.6	6.30959
9.8	6.37559
10	6.44159
10.2	6.50759
10.4	6.57359
10.6	6.63959
10.8	6.70559
11	6.77159
11.2	6.83759
11.4	6.90359
11.6	6.96959
11.8	7.03559
12	7.10159
12.2	7.16759
12.4	7.23359
12.6	7.29959
12.8	7.36559
13	7.43159
13.2	7.49759
13.4	7.56359
13.6	7.62959
13.8	7.69559
14	7.76159
14.2	7.82759
14.4	7.89359
14.6	7.95959
14.8	8.02559
15	8.09159
15.2	8.15759
15.4	8.22359
15.6	8.28959
15.8	8.35559
16	8.42159
16.2	8.48759
16.4	8.55359
16.6	8.61959
16.8	8.68559
17	8.75159
17.2	8.81759
17.4	8.88359
17.6	8.94959
17.8	9.01559
18	9.08159
18.2	9.14759
18.4	9.21359
18.6	9.27959
18.8	9.34559
19	9.41159
19.2	9.47759
19.4	9.54359
19.6	9.60959
19.8	9.67559
20	9.74159
20.2	9.80759
20.4	9.87359
20.6	9.93959
20.8	10.0056
21	10.0716
21.2	10.1376
21.4	10.2036
21.6	10.2696
21.8	10.3356
22	10.4016
22.2	10.4676
22.4	10.5336
22.6	10.5996
22.8	10.6656
23	10.7316
23.2	10.7976
23.4	10.8636
23.6	10.9296
23.8	10.9956
24	11.0616
24.2	11.1276
24.4	11.1936
24.6	11.2596
24.8	11.3256
25	11.3916
25.2	11.4576
25.4	11.5236
25.6	11.5896
25.8	11.6556
26	11.7216
26.2	11.7876
26.4	11.8536
26.6	11.9196
26.8	11.9856
27	12.0516
27.2	12.1176
27.4	12.1836
27.6	12.2496
27.8	12.3156
28	12.3816
28.2	12.4476
28.4	12.5136
28.6	12.5796
28.8	12.6456
29	12.7116
29.2	12.7776
29.4	12.8436
29.6	12.9096
29.8	12.9756
30	13.0416
30.2	13.1076
30.4	13.1736
30.6	13.2396
30.8	13.3056
31	13.3716
31.2	13.4376
31.4	13.5036
31.6	13.5696
31.8	13.6356
32	13.7016
32.2001	13.7676
32.4001	13.8336
32.6001	13.8996
32.8001	13.9656
33.0001	14.0316
33.2001	14.0976
33.4001	14.1636
33.6001	14.2296
33.8001	14.2956
34.0001	14.3616
34.2001	14.4276
34.4001	14.4936
34.6001	14.5596
34.8001	14.6256
35.0001	14.6916
35.2001	14.7576
35.4001	14.8236
35.6001	14.8896
35.8001	14.9556
36.0001	15.0216
36.2001	15.0876
36.4001	15.1536
36.6001	15.2196
36.8001	15.2856
37.0001	15.3516
37.2001	15.4176
37.4001	15.4836
37.6001	15.5496
37.8001	15.6156
38.0001	15.6816
38.2001	15.7476
38.4001	15.8136
38.6001	15.8796
38.8001	15.9456
39.0001	16.0116
39.2001	16.0776
39.4001	16.1436
39.6001	16.2096
39.8001	16.2756
40.0001	16.3416
40.2001	16.4076
40.4001	16.4736
40.6001	16.5396
40.8001	16.6056
41.0001	16.6716
41.2001	16.7376
41.4001	16.8036
41.6001	16.8696
41.8001	16.9356
42.0001	17.0016
42.2001	17.0676
42.4001	17.1336
42.6001	17.1996
42.8001	17.2656
43.0001	17.3316
43.2001	17.3976
43.4001	17.4636
43.6001	17.5296
43.8001	17.5956
44.0001	17.6616
44.2001	17.7276
44.4001	17.7936
44.6001	17.8596
44.8001	17.9256
45.0001	17.9916
45.2001	18.0576
45.4001	18.1236
45.6001	18.1896
45.8001	18.2556
46.0001	18.3216
46.2001	18.3876
46.4001	18.4536
46.6001	18.5196
46.8001	18.5856
47.0001	18.6516
47.2001	18.7176
47.4001	18.7836
47.6001	18.8496
47.8001	18.9156
48.0001	18.9816
48.2001	19.0476
48.4001	19.1136
48.6001	19.1796
48.8001	19.2456
49.0001	19.3116
49.2001	19.3776
49.4001	19.4436
49.6001	19.5096
49.8001	19.5756
50.0001	19.6416
50.2001	19.7076
50.4001	19.7736
50.6001	19.8396
50.8001	19.9056
51.0001	19.9716
51.2001	20.0376
51.4001	20.1036
51.6001	20.1696
51.8001	20.2356
52.0001	20.3016
52.2001	20.3676
52.4001	20.4336
52.6001	20.4996
52.8001	20.5656
53.0001	20.6316
53.2001	20.6976
53.4001	20.7636
53.6001	20.8296
53.8001	20.8956
54.0001	20.9616
54.2001	21.0276
54.4001	21.0936
54.6001	21.1596
54.8001	21.2256
55.0001	21.2916
55.2001	21.3576
55.4001	21.4236
55.6001	21.4896
55.8001	21.5556
56.0001	21.6216
56.2001	21.6876
56.4001	21.7536
56.6001	21.8196
56.8001	21.8856
57.0001	21.9516
57.2001	22.0176
57.4001	22.0836
57.6001	22.1496
57.8001	22.2156
58.0001	22.2816
58.2001	22.3476
58.4002	22.4136
58.6002	22.4796
58.8002	22.5456
59.0002	22.6116
59.2002	22.6776
59.4002	22.7436
59.6002	22.8096
59.8002	22.8756
60.0002	22.9416
60.2002	23.0076
60.4002	23.0736
60.6002	23.1396
60.8002	23.2056
61.0002	23.2716
61.2002	23.3376
61.4002	23.4036
61.6002	23.4696
61.8002	23.5356
62.0002	23.6016
62.2002	23.6676
62.4002	23.7336
62.6002	23.7996
62.8002	23.8656
63.0002	23.9316
63.2002	23.9976
63.4002	24.0636
63.6002	24.1296
63.8002	24.1956
64.0002	24.2616
64.2002	24.3276
64.4002	24.3936
64.6002	24.4596
64.8002	24.5256
65.0002	24.5916
65.2001	24.6576
65.4001	24.7236
65.6001	24.7896
65.8001	24.8556
66.0001	24.9216
66.2001	24.9876
66.4001	25.0536
66.6001	25.1196
66.8001	25.1856
67.0001	25.2516
67.2001	25.3176
67.4001	25.3836
67.6001	25.4496
67.8001	25.5156
68.0001	25.5816
68.2001	25.6476
68.4001	25.7136
68.6001	25.7796
68.8001	25.8456
69.0001	25.9116
69.2001	25.9776
69.4001	26.0436
69.6001	26.1096
69.8001	26.1756
70.0001	26.2416
70.2001	26.3076
70.4001	26.3736
70.6001	26.4396
70.8001	26.5056
71.0001	26.5716
71.2001	26.6376
71.4001	26.7036
71.6001	26.7696
71.8	26.8356
72	26.9016
72.2	26.9676
72.4	27.0336
72.6	27.0996
72.8	27.1656
73	27.2316
73.2	27.2976
73.4	27.3636
73.6	27.4296
73.8	27.4956
74	27.5616
74.2	27.6276
74.4	27.6936
74.6	27.7596
74.8	27.8256
75	27.8916
75.2	27.9576
75.4	28.0236
75.6	28.0896
75.8	28.1556
76	28.2216
76.2	28.2876
76.4	28.3536
76.6	28.4196
76.8	28.4856
77	28.5516
77.2	28.6176
77.4	28.6836
77.6	28.7496
77.8	28.8156
78	28.8816
78.2	28.9476
78.3999	29.0136
78.5999	29.0796
78.7999	29.1456
78.9999	29.2116
79.1999	29.2776
79.3999	29.3436
79.5999	29.4096
79.7999	29.4756
79.9999	29.5416
80.1999	29.6076
80.3999	29.6736
80.5999	29.7396
80.7999	29.8056
80.9999	29.8716
81.1999	29.9376
81.3999	30.0036
